Rank,nctid,age,age_id
2149,NCT04652102,"18 Years and older  (Adult, Older Adult)",age_101
2150,NCT04363749,"18 Years and older  (Adult, Older Adult)",age_101
2152,NCT04519372,"18 Years and older  (Adult, Older Adult)",age_101
2155,NCT04568863,"18 Years and older  (Adult, Older Adult)",age_101
2158,NCT04834869,"18 Years and older  (Adult, Older Adult)",age_101
2161,NCT04370275,"18 Years and older  (Adult, Older Adult)",age_101
2164,NCT04484493,"18 Years and older  (Adult, Older Adult)",age_101
2165,NCT04364893,"18 Years and older  (Adult, Older Adult)",age_101
2166,NCT04379297,"18 Years and older  (Adult, Older Adult)",age_101
2167,NCT04530409,"18 Years and older  (Adult, Older Adult)",age_101
2168,NCT04335019,"18 Years and older  (Adult, Older Adult)",age_101
2169,NCT04710316,"18 Years and older  (Adult, Older Adult)",age_101
2174,NCT04344756,"18 Years and older  (Adult, Older Adult)",age_101
2177,NCT04405921,"18 Years and older  (Adult, Older Adult)",age_101
2178,NCT04979858,"18 Years and older  (Adult, Older Adult)",age_101
2179,NCT04437719,"18 Years and older  (Adult, Older Adult)",age_101
2180,NCT04406090,"18 Years and older  (Adult, Older Adult)",age_101
2181,NCT04381013,"18 Years and older  (Adult, Older Adult)",age_101
2183,NCT04405986,"18 Years and older  (Adult, Older Adult)",age_101
2185,NCT04723459,"18 Years and older  (Adult, Older Adult)",age_101
2186,NCT04351711,"18 Years and older  (Adult, Older Adult)",age_101
2187,NCT04501822,"18 Years and older  (Adult, Older Adult)",age_101
2190,NCT04626076,"18 Years and older  (Adult, Older Adult)",age_101
2191,NCT04344782,"18 Years and older  (Adult, Older Adult)",age_101
2194,NCT04961229,"18 Years and older  (Adult, Older Adult)",age_101
2195,NCT04408157,"18 Years and older  (Adult, Older Adult)",age_101
2196,NCT04780061,"18 Years and older  (Adult, Older Adult)",age_101
2197,NCT04867213,"18 Years and older  (Adult, Older Adult)",age_101
2199,NCT04630015,"18 Years and older  (Adult, Older Adult)",age_101
2201,NCT04557241,"18 Years and older  (Adult, Older Adult)",age_101
2205,NCT04780295,"18 Years and older  (Adult, Older Adult)",age_101
2206,NCT04689490,"18 Years and older  (Adult, Older Adult)",age_101
2207,NCT04494646,"18 Years and older  (Adult, Older Adult)",age_101
2209,NCT04385069,"18 Years and older  (Adult, Older Adult)",age_101
2210,NCT04425850,"18 Years and older  (Adult, Older Adult)",age_101
2212,NCT04595110,"18 Years and older  (Adult, Older Adult)",age_101
2216,NCT04435223,"18 Years and older  (Adult, Older Adult)",age_101
2217,NCT04760990,"18 Years and older  (Adult, Older Adult)",age_101
2218,NCT04390191,"18 Years and older  (Adult, Older Adult)",age_101
2220,NCT04590170,"18 Years and older  (Adult, Older Adult)",age_101
2223,NCT04435795,"18 Years and older  (Adult, Older Adult)",age_101
2224,NCT04469491,"18 Years and older  (Adult, Older Adult)",age_101
2227,NCT04636086,"18 Years and older  (Adult, Older Adult)",age_101
2228,NCT04397614,"18 Years and older  (Adult, Older Adult)",age_101
2229,NCT04908007,"18 Years and older  (Adult, Older Adult)",age_101
2230,NCT04726098,"18 Years and older  (Adult, Older Adult)",age_101
2231,NCT04913116,"18 Years and older  (Adult, Older Adult)",age_101
2235,NCT04488484,"18 Years and older  (Adult, Older Adult)",age_101
2237,NCT04581915,"18 Years and older  (Adult, Older Adult)",age_101
2241,NCT04604249,"18 Years and older  (Adult, Older Adult)",age_101
2242,NCT04967430,"18 Years and older  (Adult, Older Adult)",age_101
2245,NCT04623619,"18 Years and older  (Adult, Older Adult)",age_101
2247,NCT04395976,"18 Years and older  (Adult, Older Adult)",age_101
2248,NCT04685512,"18 Years and older  (Adult, Older Adult)",age_101
2251,NCT04407559,"18 Years and older  (Adult, Older Adult)",age_101
2252,NCT04879251,"18 Years and older  (Adult, Older Adult)",age_101
2253,NCT04691934,"18 Years and older  (Adult, Older Adult)",age_101
2254,NCT04607941,"18 Years and older  (Adult, Older Adult)",age_101
2255,NCT04983446,"18 Years and older  (Adult, Older Adult)",age_101
2261,NCT04939402,"18 Years and older  (Adult, Older Adult)",age_101
2262,NCT04546191,"18 Years and older  (Adult, Older Adult)",age_101
2263,NCT04625075,"18 Years and older  (Adult, Older Adult)",age_101
2265,NCT04920916,"18 Years and older  (Adult, Older Adult)",age_101
2267,NCT04663555,"18 Years and older  (Adult, Older Adult)",age_101
2269,NCT04334460,"18 Years and older  (Adult, Older Adult)",age_101
2272,NCT04509973,"18 Years and older  (Adult, Older Adult)",age_101
2275,NCT04893070,"18 Years and older  (Adult, Older Adult)",age_101
2276,NCT04756518,"18 Years and older  (Adult, Older Adult)",age_101
2281,NCT04841681,"18 Years and older  (Adult, Older Adult)",age_101
2282,NCT04354259,"18 Years and older  (Adult, Older Adult)",age_101
2284,NCT04444401,"18 Years and older  (Adult, Older Adult)",age_101
2285,NCT04703114,"18 Years and older  (Adult, Older Adult)",age_101
2287,NCT04575064,"18 Years and older  (Adult, Older Adult)",age_101
2288,NCT04354519,"18 Years and older  (Adult, Older Adult)",age_101
2289,NCT04831853,"18 Years and older  (Adult, Older Adult)",age_101
2290,NCT04807699,"18 Years and older  (Adult, Older Adult)",age_101
2296,NCT04909918,"18 Years and older  (Adult, Older Adult)",age_101
2297,NCT04734873,"18 Years and older  (Adult, Older Adult)",age_101
2298,NCT04398290,"18 Years and older  (Adult, Older Adult)",age_101
2301,NCT04410549,"18 Years and older  (Adult, Older Adult)",age_101
2302,NCT04577235,"18 Years and older  (Adult, Older Adult)",age_101
2303,NCT04517123,"18 Years and older  (Adult, Older Adult)",age_101
2305,NCT04741386,"18 Years and older  (Adult, Older Adult)",age_101
2307,NCT04889365,"18 Years and older  (Adult, Older Adult)",age_101
2310,NCT04523012,"18 Years and older  (Adult, Older Adult)",age_101
2313,NCT04527315,"18 Years and older  (Adult, Older Adult)",age_101
2314,NCT04909905,"18 Years and older  (Adult, Older Adult)",age_101
2316,NCT04952350,"18 Years and older  (Adult, Older Adult)",age_101
2319,NCT04476953,"18 Years and older  (Adult, Older Adult)",age_101
2320,NCT04883190,"18 Years and older  (Adult, Older Adult)",age_101
2321,NCT04606732,"18 Years and older  (Adult, Older Adult)",age_101
2322,NCT04818489,"18 Years and older  (Adult, Older Adult)",age_101
2325,NCT04457349,"18 Years and older  (Adult, Older Adult)",age_101
2326,NCT04438850,"18 Years and older  (Adult, Older Adult)",age_101
2327,NCT04377308,"18 Years and older  (Adult, Older Adult)",age_101
2330,NCT04944368,"18 Years and older  (Adult, Older Adult)",age_101
2331,NCT04589936,"18 Years and older  (Adult, Older Adult)",age_101
2332,NCT04746339,"18 Years and older  (Adult, Older Adult)",age_101
2333,NCT04495933,"18 Years and older  (Adult, Older Adult)",age_101
2335,NCT04477954,"18 Years and older  (Adult, Older Adult)",age_101
2336,NCT04649424,"18 Years and older  (Adult, Older Adult)",age_101
2337,NCT04692129,"18 Years and older  (Adult, Older Adult)",age_101
2338,NCT04375735,"18 Years and older  (Adult, Older Adult)",age_101
2340,NCT04407585,"18 Years and older  (Adult, Older Adult)",age_101
2341,NCT04381988,"18 Years and older  (Adult, Older Adult)",age_101
2342,NCT04328480,"18 Years and older  (Adult, Older Adult)",age_101
2343,NCT04906850,"18 Years and older  (Adult, Older Adult)",age_101
2344,NCT04771611,"18 Years and older  (Adult, Older Adult)",age_101
2345,NCT04344288,"18 Years and older  (Adult, Older Adult)",age_101
2346,NCT04392128,"18 Years and older  (Adult, Older Adult)",age_101
2352,NCT04738695,"18 Years and older  (Adult, Older Adult)",age_101
2355,NCT04502342,"18 Years and older  (Adult, Older Adult)",age_101
2356,NCT04554979,"18 Years and older  (Adult, Older Adult)",age_101
2357,NCT04261517,"18 Years and older  (Adult, Older Adult)",age_101
2358,NCT04488575,"18 Years and older  (Adult, Older Adult)",age_101
2360,NCT04615871,"18 Years and older  (Adult, Older Adult)",age_101
2361,NCT04802408,"18 Years and older  (Adult, Older Adult)",age_101
2364,NCT04481477,"18 Years and older  (Adult, Older Adult)",age_101
2365,NCT04411667,"18 Years and older  (Adult, Older Adult)",age_101
2366,NCT04941105,"18 Years and older  (Adult, Older Adult)",age_101
2371,NCT04355351,"18 Years and older  (Adult, Older Adult)",age_101
2373,NCT04646590,"18 Years and older  (Adult, Older Adult)",age_101
2375,NCT04895085,"18 Years and older  (Adult, Older Adult)",age_101
2376,NCT04355364,"18 Years and older  (Adult, Older Adult)",age_101
2382,NCT04414059,"18 Years and older  (Adult, Older Adult)",age_101
2385,NCT04639427,"18 Years and older  (Adult, Older Adult)",age_101
2386,NCT04961476,"18 Years and older  (Adult, Older Adult)",age_101
2388,NCT04565080,"18 Years and older  (Adult, Older Adult)",age_101
2390,NCT04346446,"18 Years and older  (Adult, Older Adult)",age_101
2393,NCT04328012,"18 Years and older  (Adult, Older Adult)",age_101
2394,NCT04447469,"18 Years and older  (Adult, Older Adult)",age_101
2397,NCT04657445,"18 Years and older  (Adult, Older Adult)",age_101
2398,NCT04642339,"18 Years and older  (Adult, Older Adult)",age_101
2408,NCT04375098,"18 Years and older  (Adult, Older Adult)",age_101
2409,NCT04348383,"18 Years and older  (Adult, Older Adult)",age_101
2410,NCT04642638,"18 Years and older  (Adult, Older Adult)",age_101
2411,NCT04429854,"18 Years and older  (Adult, Older Adult)",age_101
2412,NCT04670094,"18 Years and older  (Adult, Older Adult)",age_101
2414,NCT04655638,"18 Years and older  (Adult, Older Adult)",age_101
2415,NCT04469153,"18 Years and older  (Adult, Older Adult)",age_101
2416,NCT04570982,"18 Years and older  (Adult, Older Adult)",age_101
2418,NCT04723290,"18 Years and older  (Adult, Older Adult)",age_101
2421,NCT04398004,"18 Years and older  (Adult, Older Adult)",age_101
2429,NCT04847804,"18 Years and older  (Adult, Older Adult)",age_101
2430,NCT04473261,"18 Years and older  (Adult, Older Adult)",age_101
2431,NCT04458948,"18 Years and older  (Adult, Older Adult)",age_101
2432,NCT04633980,"18 Years and older  (Adult, Older Adult)",age_101
2436,NCT04640233,"18 Years and older  (Adult, Older Adult)",age_101
2437,NCT04690413,"18 Years and older  (Adult, Older Adult)",age_101
2438,NCT04578132,"18 Years and older  (Adult, Older Adult)",age_101
2442,NCT04740372,"18 Years and older  (Adult, Older Adult)",age_101
2443,NCT04569344,"18 Years and older  (Adult, Older Adult)",age_101
2444,NCT04479150,"18 Years and older  (Adult, Older Adult)",age_101
2445,NCT04479488,"18 Years and older  (Adult, Older Adult)",age_101
2446,NCT04379037,"18 Years and older  (Adult, Older Adult)",age_101
2448,NCT04636203,"18 Years and older  (Adult, Older Adult)",age_101
2449,NCT04374045,"18 Years and older  (Adult, Older Adult)",age_101
2450,NCT04800224,"18 Years and older  (Adult, Older Adult)",age_101
2451,NCT04362813,"18 Years and older  (Adult, Older Adult)",age_101
2454,NCT04533360,"18 Years and older  (Adult, Older Adult)",age_101
2456,NCT04362345,"18 Years and older  (Adult, Older Adult)",age_101
2457,NCT04698993,"18 Years and older  (Adult, Older Adult)",age_101
2459,NCT04899245,"18 Years and older  (Adult, Older Adult)",age_101
2460,NCT04598594,"18 Years and older  (Adult, Older Adult)",age_101
2461,NCT04516811,"18 Years and older  (Adult, Older Adult)",age_101
2462,NCT04707664,"18 Years and older  (Adult, Older Adult)",age_101
2464,NCT04401254,"18 Years and older  (Adult, Older Adult)",age_101
2467,NCT04552483,"18 Years and older  (Adult, Older Adult)",age_101
2470,NCT04568356,"18 Years and older  (Adult, Older Adult)",age_101
2473,NCT04622865,"18 Years and older  (Adult, Older Adult)",age_101
2474,NCT04505605,"18 Years and older  (Adult, Older Adult)",age_101
2475,NCT04517188,"18 Years and older  (Adult, Older Adult)",age_101
2477,NCT04605757,"18 Years and older  (Adult, Older Adult)",age_101
2480,NCT04534725,"18 Years and older  (Adult, Older Adult)",age_101
2481,NCT04871841,"18 Years and older  (Adult, Older Adult)",age_101
2483,NCT04424901,"18 Years and older  (Adult, Older Adult)",age_101
2484,NCT04421612,"18 Years and older  (Adult, Older Adult)",age_101
2487,NCT04452630,"18 Years and older  (Adult, Older Adult)",age_101
2489,NCT04719208,"18 Years and older  (Adult, Older Adult)",age_101
2490,NCT04924829,"18 Years and older  (Adult, Older Adult)",age_101
2491,NCT04348513,"18 Years and older  (Adult, Older Adult)",age_101
2492,NCT04794920,"18 Years and older  (Adult, Older Adult)",age_101
2493,NCT04540120,"18 Years and older  (Adult, Older Adult)",age_101
2495,NCT04787588,"18 Years and older  (Adult, Older Adult)",age_101
2499,NCT04403646,"18 Years and older  (Adult, Older Adult)",age_101
2500,NCT04502056,"18 Years and older  (Adult, Older Adult)",age_101
2501,NCT04423770,"18 Years and older  (Adult, Older Adult)",age_101
2502,NCT04358510,"18 Years and older  (Adult, Older Adult)",age_101
2505,NCT04813731,"18 Years and older  (Adult, Older Adult)",age_101
2506,NCT04359810,"18 Years and older  (Adult, Older Adult)",age_101
2507,NCT04578197,"18 Years and older  (Adult, Older Adult)",age_101
2508,NCT04559009,"18 Years and older  (Adult, Older Adult)",age_101
2512,NCT04470648,"18 Years and older  (Adult, Older Adult)",age_101
2517,NCT04361344,"18 Years and older  (Adult, Older Adult)",age_101
2521,NCT04760639,"18 Years and older  (Adult, Older Adult)",age_101
2522,NCT04853940,"18 Years and older  (Adult, Older Adult)",age_101
2523,NCT04342104,"18 Years and older  (Adult, Older Adult)",age_101
2524,NCT04654325,"18 Years and older  (Adult, Older Adult)",age_101
2526,NCT04787510,"18 Years and older  (Adult, Older Adult)",age_101
2527,NCT04840940,"18 Years and older  (Adult, Older Adult)",age_101
2528,NCT04608201,"18 Years and older  (Adult, Older Adult)",age_101
2529,NCT04446286,"18 Years and older  (Adult, Older Adult)",age_101
2530,NCT04806061,"18 Years and older  (Adult, Older Adult)",age_101
2531,NCT04703452,"18 Years and older  (Adult, Older Adult)",age_101
2533,NCT04815096,"18 Years and older  (Adult, Older Adult)",age_101
2534,NCT04385095,"18 Years and older  (Adult, Older Adult)",age_101
2537,NCT04786197,"18 Years and older  (Adult, Older Adult)",age_101
2538,NCT04401436,"18 Years and older  (Adult, Older Adult)",age_101
2539,NCT04406532,"18 Years and older  (Adult, Older Adult)",age_101
2540,NCT04361903,"18 Years and older  (Adult, Older Adult)",age_101
2541,NCT04343144,"18 Years and older  (Adult, Older Adult)",age_101
2544,NCT04517396,"18 Years and older  (Adult, Older Adult)",age_101
2546,NCT04347928,"18 Years and older  (Adult, Older Adult)",age_101
2547,NCT04468971,"18 Years and older  (Adult, Older Adult)",age_101
2551,NCT04898140,"18 Years and older  (Adult, Older Adult)",age_101
2553,NCT04701892,"18 Years and older  (Adult, Older Adult)",age_101
2554,NCT04480515,"18 Years and older  (Adult, Older Adult)",age_101
2555,NCT04510454,"18 Years and older  (Adult, Older Adult)",age_101
2557,NCT04257656,"18 Years and older  (Adult, Older Adult)",age_101
2558,NCT04425044,"18 Years and older  (Adult, Older Adult)",age_101
2560,NCT04685629,"18 Years and older  (Adult, Older Adult)",age_101
2561,NCT04881253,"18 Years and older  (Adult, Older Adult)",age_101
2564,NCT04393155,"18 Years and older  (Adult, Older Adult)",age_101
2565,NCT04794062,"18 Years and older  (Adult, Older Adult)",age_101
2566,NCT04630054,"18 Years and older  (Adult, Older Adult)",age_101
2567,NCT04825093,"18 Years and older  (Adult, Older Adult)",age_101
2568,NCT04367714,"18 Years and older  (Adult, Older Adult)",age_101
2572,NCT04384055,"18 Years and older  (Adult, Older Adult)",age_101
2575,NCT04412473,"18 Years and older  (Adult, Older Adult)",age_101
2576,NCT04775134,"18 Years and older  (Adult, Older Adult)",age_101
2577,NCT04912778,"18 Years and older  (Adult, Older Adult)",age_101
2578,NCT04678687,"18 Years and older  (Adult, Older Adult)",age_101
2579,NCT04554992,"18 Years and older  (Adult, Older Adult)",age_101
2580,NCT04871958,"18 Years and older  (Adult, Older Adult)",age_101
2584,NCT04354753,"18 Years and older  (Adult, Older Adult)",age_101
2585,NCT04746365,"18 Years and older  (Adult, Older Adult)",age_101
2594,NCT04717024,"18 Years and older  (Adult, Older Adult)",age_101
2598,NCT04462627,"18 Years and older  (Adult, Older Adult)",age_101
2599,NCT04518410,"18 Years and older  (Adult, Older Adult)",age_101
2600,NCT04420312,"18 Years and older  (Adult, Older Adult)",age_101
2602,NCT04894760,"18 Years and older  (Adult, Older Adult)",age_101
2604,NCT04696601,"18 Years and older  (Adult, Older Adult)",age_101
